"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0000079",159.515293800957,-1.06709582155964,0.354053870770628,-3.01393632341039,0.00257881925404612,0.0289265669156683
"FBgn0000083",5442.63170454361,-0.00828809271689964,0.134450902930409,-0.0616440093465902,0.950846329172197,0.989665124730513
"FBgn0000084",1695.91002088768,-0.148623275155618,0.170432736790605,-0.872034786006034,0.383189400760806,0.765000091756341
"FBgn0000092",12.6128982724471,0.753564351519726,0.497203126018706,1.51560662450738,0.129618850991283,0.463608808251158
"FBgn0000094",21.0900088710877,0.452451865408786,0.452641769104753,0.999580454768144,0.317513585781606,0.719312526857081
"FBgn0000097",3047.82384416528,0.00704291914904013,0.121621870319432,0.0579083279227851,0.953821649533059,0.990351495641673
"FBgn0000099",1.6717340460854,-0.442704651661449,1.43490295969237,-0.30852584745965,0.757682235429052,NA
"FBgn0000100",25406.8374384528,-0.161214186381356,0.130427071803463,-1.23604849938121,0.216440536466639,0.603697917229167
"FBgn0000108",50.0739541500761,0.205864541838197,0.371054924930247,0.554808811328664,0.579025439584649,0.866300329617659
"FBgn0000109",132.528164098497,-0.240012844843679,0.280810968787789,-0.854713211096316,0.392709934983271,0.769806129303696
"FBgn0000114",3.69120564589978,-0.0148607006831003,1.08919901741784,-0.0136436963727075,0.98911424304441,NA
"FBgn0000115",572.481675889813,0.063957227260667,0.11934611682696,0.535897010821043,0.592029730469316,0.873578637535543
"FBgn0000116",658.392246950606,1.29078588445828,0.189937542944377,6.7958438571372,1.0768035484904e-11,8.61753455200536e-10
"FBgn0000117",10812.682313563,0.156734041118804,0.116529514100316,1.34501582992852,0.178620122583279,0.549621731306269
"FBgn0000119",643.493604010952,-0.105325583400095,0.11917597628311,-0.883782006114112,0.376813901654626,0.761221415895756
"FBgn0000120",0,NA,NA,NA,NA,NA
"FBgn0000121",9.0803732161961,0.0817995868671532,0.61622752303728,0.132742507935993,0.894397023845846,0.977939313675845
"FBgn0000137",0.087343676946538,0.900294226591478,3.81016488296462,0.236287471604372,0.813209607942473,NA
"FBgn0000139",647.194002893582,-0.403365732473691,0.11223870031623,-3.59382041432425,0.00032586448019076,0.00526634964782077
"FBgn0000140",946.001367635105,0.0718790076682041,0.144463458301027,0.497558403443627,0.618795328548345,0.887086118348222
"FBgn0000142",1905.92194472857,-0.0986950845657996,0.107085041479379,-0.921651457592286,0.356710408397326,0.74680037091599
"FBgn0000146",1576.30641475813,0.490157617872186,0.0996347156213565,4.91954651363627,8.67449532804219e-07,2.860130030231e-05
"FBgn0000147",415.443457019284,0.419669830003645,0.139503732357068,3.00830539020616,0.00262708998345842,0.0293493556138583
"FBgn0000150",8947.89987679134,0.277537418232649,0.14427455158102,1.92367548671114,0.0543952725302725,0.275551949646657
"FBgn0000152",510.941052499106,0.136056985682337,0.141819367386174,0.959368160992098,0.337373308796782,0.733751387654348
"FBgn0000153",24.8029621201495,-0.195180312241995,0.411798201138076,-0.473970774283569,0.635520748316747,0.895604332583862
"FBgn0000157",0.284854336053305,-1.66858963845918,3.61566496182486,-0.461489008543819,0.644447805420266,NA
"FBgn0000158",6.04274854909531,0.127613564832841,0.701597205204569,0.18189007009461,0.855668997425763,NA
"FBgn0000163",896.117248934645,-0.1216247187606,0.154944937710197,-0.784954452581616,0.432480274053311,0.795125540301681
"FBgn0000166",8.04614313802891,-0.0158868361304484,0.703317274747781,-0.022588434410552,0.981978569478693,0.995009451396538
"FBgn0000171",6836.91863140907,-0.0293808727506873,0.162676456394253,-0.18060924980737,0.856674294992218,0.966475435637631
"FBgn0000173",1545.76153518692,0.153717759444048,0.119276700134604,1.2887492634402,0.197485269858564,0.577943003176099
"FBgn0000179",1.06412667893113,0.803687496115507,1.84746163824408,0.435022562568267,0.663546050346487,NA
"FBgn0000180",27.406851861645,0.397327510210419,0.400187290740127,0.99285389467412,0.320781160999737,0.721371475391074
"FBgn0000181",13451.8877259857,-0.166771093079447,0.100921023999376,-1.65249109125644,0.0984344797448692,0.394177388724695
"FBgn0000182",3.81786308209388,-0.205920891957909,0.914310499176565,-0.225219870211885,0.821808232315579,NA
"FBgn0000183",2642.64636343421,-0.0134256765585814,0.08449512864565,-0.1588929062986,0.873753249647637,0.972571672549272
"FBgn0000206",0,NA,NA,NA,NA,NA
"FBgn0000210",1573.20060566926,0.0341015687201695,0.153325583300746,0.222412776694153,0.823992566530274,0.960910967489252
"FBgn0000212",3287.46496086775,0.0994254645741008,0.104690072531004,0.949712443313633,0.342258385335065,0.737629063166042
"FBgn0000216",0.190048145436947,-0.772410189230799,3.81342573113189,-0.202550211723026,0.839486608507097,NA
"FBgn0000221",208.619887169355,-0.252386226027342,0.163186504769538,-1.5466121195731,0.121956805492153,0.446502289672171
"FBgn0000227",0,NA,NA,NA,NA,NA
"FBgn0000228",781.171311238561,-0.104993468418696,0.125346956055291,-0.837622800926915,0.40224258300941,0.775866748177826
"FBgn0000229",907.485966864453,-0.114382241443909,0.181634111617205,-0.629739867833696,0.528864793796265,0.848258321290542
"FBgn0000233",5.15742636729756,-0.916230520464857,0.841706202768748,-1.0885395847755,0.276356971284105,NA
"FBgn0000239",2481.48623953556,-0.0279284397272216,0.0946931579053077,-0.294936195444551,0.76804262117414,0.944955338836518
"FBgn0000241",8.27984527194858,0.0515911990058387,0.737266036392973,0.0699763673615638,0.944212469630912,0.989016247874958
"FBgn0000242",160.670287460628,0.114292631904092,0.164575766288059,0.694468174032648,0.487388652970805,0.827626442096542
"FBgn0000244",510.186928378688,-0.39780134539829,0.133800670955567,-2.97308931679717,0.00294818646889375,0.0320754980138597
"FBgn0000246",176.411724125697,0.16816526944986,0.306884510059008,0.547975749631433,0.583708554248198,0.869236333700538
"FBgn0000247",2662.77441957903,-0.16285748817867,0.121347127842699,-1.34207946305727,0.179570231982921,0.550859421482981
"FBgn0000250",2251.33709227092,-0.101571143429272,0.105972500924869,-0.958466984763182,0.337827331870496,0.733751387654348
"FBgn0000251",1.97492562228389,0.427990027516658,1.19879710913999,0.357016232566406,0.721079653650115,NA
"FBgn0000253",10292.4207422362,0.0796761988162983,0.152799623093154,0.521442377954846,0.602058636524221,0.878984979317649
"FBgn0000256",2184.41274629441,-0.450826538047436,0.12960559073575,-3.478449775879,0.00050432293459824,0.00768985912761381
"FBgn0000257",753.279359362576,0.057281550820741,0.143756502620106,0.398462328845844,0.690289421447587,0.915886766281221
"FBgn0000258",1079.57216744893,0.0602734276775652,0.391732751607409,0.153863641552164,0.877717252502681,0.97432375362386
"FBgn0000259",2030.25470905424,-0.0472323683685687,0.179754596887665,-0.262760280884977,0.792735351283492,0.951799908259831
"FBgn0000261",1903.17593821783,-0.162761950662535,0.127439939991456,-1.27716593929225,0.201543669202472,0.586118662246543
"FBgn0000273",2102.23775428587,-0.125562660406546,0.149092161995068,-0.842181498519686,0.399686368264873,0.774526110144014
"FBgn0000274",0,NA,NA,NA,NA,NA
"FBgn0000276",69.4968591125523,0.152137799948251,0.412343003416259,0.368959334068458,0.712158036247518,0.922535616449509
"FBgn0000277",31.9807517700358,-0.487069153070451,0.504665677849695,-0.965132313229185,0.334478543965831,0.732788871131248
"FBgn0000278",44.7028436452136,-0.669781736760469,0.299853975722094,-2.23369303390936,0.0255032776714438,0.165659266824265
"FBgn0000279",98.3131469190713,0.489264354749439,0.230590500739768,2.12178885591474,0.0338554728899077,0.201703007059916
"FBgn0000280",0.49493356146143,1.02304051726248,2.68355377287977,0.381226017380913,0.70303554513005,NA
"FBgn0000281",0.992636089494352,-0.361138404014807,1.76066200859175,-0.205115122750709,0.837482181380633,NA
"FBgn0000283",3526.31008558795,-0.120207583463084,0.117231325542195,-1.02538790640747,0.305180192192366,0.707376317172031
"FBgn0000286",484.873825567724,-0.531569096644809,0.131464073568862,-4.04345523620467,5.26692156362225e-05,0.00111064962650437
"FBgn0000287",0.692535396871298,0.242702973006589,2.44563619781112,0.0992391972378444,0.920948353553824,NA
"FBgn0000289",3448.76262953296,-0.180864311050192,0.102115490949422,-1.77117408307594,0.0765317576162527,0.33827605875734
"FBgn0000299",50847.6179108074,0.636464548381716,0.132639110919376,4.79846814389903,1.59883730758336e-06,4.98394116517466e-05
"FBgn0000303",2.69203939162257,0.74028771082277,1.08250399287688,0.683866032544943,0.494059764872823,NA
"FBgn0000307",1642.82454444605,-0.0542395919966873,0.165584406973913,-0.327564611837106,0.743240882545009,0.936468379325013
"FBgn0000308",16758.1169758136,0.0378313143528112,0.148844794041375,0.254166191007628,0.799367168766444,0.953638376295381
"FBgn0000313",58.3929443931834,0.0176337429975062,0.237180794260961,0.0743472634555077,0.940734070265258,0.989015272855369
"FBgn0000316",1.90678747168759,-0.323151511283329,1.41692104789784,-0.228065996875945,0.819594934069137,NA
"FBgn0000317",1436.68048452464,-0.0723266801707358,0.12836819437628,-0.563431467756942,0.573141114440744,0.864481313645756
"FBgn0000318",906.753616132792,0.254232622769387,0.140198842766462,1.81337176365199,0.0697745015584807,0.319737004940282
"FBgn0000319",14032.9058467729,0.0247043668836901,0.120291244750878,0.205371279803884,0.837282057414692,0.961730411794435
"FBgn0000320",1.16180797341892,-0.767106245460186,1.98252296579239,-0.386934355211155,0.698804806569434,NA
"FBgn0000326",269.368606143896,0.16026465105521,0.143250165202569,1.11877463337359,0.263236296081478,0.663310836296138
"FBgn0000330",227.230396667204,-0.174240187723146,0.173783555163711,-1.00262759361209,0.316040577026811,0.718101480369682
"FBgn0000337",25.3292318266985,0.00670257504658797,0.37767381127846,0.017746994486854,0.985840690361667,0.996375478552539
"FBgn0000338",1832.90401100614,0.192089085051617,0.168510162576381,1.13992581880365,0.254317207474519,0.654090779881372
"FBgn0000339",565.948672253472,0.00844037149271279,0.169453320267555,0.0498094193692164,0.960274260430892,0.990415591277867
"FBgn0000346",94.0126752243329,0.64140761873353,0.217889756079829,2.94372544296454,0.00324287543024127,0.0346475638073146
"FBgn0000351",34.3175207607977,0.384315630542717,0.324534342680042,1.18420635353718,0.236331387702125,0.633457932529412
"FBgn0000352",837.427425801003,0.0415755795122831,0.108311617702674,0.383851523909578,0.701088497309231,0.918218851925619
"FBgn0000355",0.372198012999843,-0.764643527029281,2.90300739852834,-0.263397030065067,0.792244579476432,NA
"FBgn0000356",0,NA,NA,NA,NA,NA
"FBgn0000357",3.41206329792148,0.391525148212647,0.919191744691667,0.425945022323912,0.670147907261063,NA
"FBgn0000358",0.0796749105101128,-0.719763685204582,3.81458895662518,-0.188687088802713,0.850338071459213,NA
"FBgn0000359",0.512456588636781,-1.05843459608445,2.41025956712658,-0.439137182783296,0.660562138302015,NA
"FBgn0000360",0.655096366188273,0.0517444808421987,2.54690506876704,0.0203166115128305,0.983790804451052,NA
"FBgn0000363",3.19839034781747,-0.0535334339333685,0.982122260849245,-0.0545079121687741,0.956530504963949,NA
"FBgn0000370",11183.3433115426,-0.0941507384064948,0.111669984554657,-0.843115889932026,0.399163632740128,0.774234191399694
"FBgn0000376",1250.21907629536,0.0894031388609111,0.137271447095229,0.651287217791837,0.514861098051546,0.843227956922448
"FBgn0000377",892.783145417565,0.088609395734675,0.116984241560149,0.757447281385462,0.448781938628989,0.808487462166467
"FBgn0000382",733.171575823204,-0.125664634241518,0.142540121020018,-0.881608864523623,0.377988359750573,0.761280814707479
"FBgn0000384",598.77153580614,0.0211983970383866,0.164735910320057,0.128681093255267,0.897609996409229,0.978238575371744
"FBgn0000392",1080.22701781589,0.465805178676672,0.109278559582282,4.26254866880764,2.02108461760595e-05,0.000488996723032974
"FBgn0000394",621.778335326083,-0.188441731145467,0.127137342943773,-1.48219025804878,0.138289677990524,0.478396281396149
"FBgn0000395",496.874906795116,-0.376217325614013,0.202303308487515,-1.85966966347083,0.0629322765936784,0.30050793923648
"FBgn0000404",2429.45180115513,0.0637083922161589,0.100998627748134,0.630784730808738,0.52818128852493,0.848258321290542
"FBgn0000405",2318.16256844911,0.526630792179022,0.119357700465702,4.41220625166412,1.02322568022263e-05,0.000266968882021722
"FBgn0000406",265.508207219706,-2.0331945985972,0.279509713204731,-7.27414648773926,3.48617529245616e-13,3.45421868560865e-11
"FBgn0000409",4201.61613133004,-0.10314652992747,0.11312278441996,-0.911810387768977,0.361868541117351,0.748885198660737
"FBgn0000411",0,NA,NA,NA,NA,NA
"FBgn0000412",2799.14541301722,0.233856793940147,0.110933824663684,2.10807474320052,0.0350245247357095,0.205868022157705
"FBgn0000413",2709.4017735386,-0.00735653577715461,0.151969941233777,-0.0484078345851169,0.961391215530673,0.990415591277867
"FBgn0000414",2340.51087850447,-0.241932378136524,0.102299494643734,-2.36494206524748,0.01803289162248,0.131220004986419
"FBgn0000416",38598.4010589658,-0.370506538366438,0.0757246561046129,-4.89281242630652,9.94051374172905e-07,3.23183187001605e-05
"FBgn0000422",6.74265395568728,0.440176694290385,0.677921762374257,0.649303088823661,0.516142489645757,0.843950104741126
"FBgn0000426",698.185351933298,0.195364977837048,0.149455223525287,1.30718066072809,0.191151361990352,0.569999458752601
"FBgn0000427",0.190048145436947,-0.772410189230799,3.81342573113189,-0.202550211723026,0.839486608507097,NA
"FBgn0000439",0,NA,NA,NA,NA,NA
"FBgn0000442",3.58976090424144,0.341464201661689,0.949714781589393,0.3595439475947,0.719188207211866,NA
"FBgn0000447",619.766935722834,0.527156783575199,0.118546671269886,4.44682906679905,8.71471276302819e-06,0.000233975981698979
"FBgn0000448",7.61962030656936,0.3666945129091,0.624460622893575,0.587217991760538,0.557057310401337,0.857583225088924
"FBgn0000449",0,NA,NA,NA,NA,NA
"FBgn0000451",0.631110405153444,0.492185636002648,2.18977039264244,0.224765864794034,0.822161422569803,NA
"FBgn0000454",2699.07549116503,-0.00834039784582406,0.141316696947411,-0.0590191960750951,0.952936818504861,0.990050323357379
"FBgn0000455",535.580648295711,-0.162977098387632,0.167025112196468,-0.975764040774453,0.329181408288982,0.728664058826914
"FBgn0000459",4.72119790578584,0.49806099625922,0.837874376488498,0.594433975110418,0.552221890172157,NA
"FBgn0000463",1.32519236755264,1.09587570969385,1.61215620609322,0.679757771332538,0.496657849294342,NA
"FBgn0000464",1545.40584906511,-0.0763284661051305,0.115789504388448,-0.659200214287691,0.509767209343751,0.839824323707055
"FBgn0000472",2633.49958171659,-0.137034656542946,0.205335244186713,-0.667370363454697,0.50453559150172,0.836170794119636
"FBgn0000473",16.1622106885231,0.098076003061591,0.508615605939868,0.192829323198522,0.847092637855754,0.963157296464086
"FBgn0000477",1.55593651749315,-0.562700603757494,1.54386453079063,-0.364475374966565,0.715503059006672,NA
"FBgn0000479",881.74363689341,-0.224079306221912,0.120141078395023,-1.86513479998191,0.0621625117560672,0.298455414950051
"FBgn0000482",1016.7298545619,-0.0449749016780196,0.130286816400877,-0.345199176098043,0.729944638117426,0.932370967319113
"FBgn0000489",111.800665997973,0.126222102685282,0.196414701368397,0.642630626963806,0.520463805111515,0.845827984954938
"FBgn0000490",200.714847330613,0.863068367953024,0.205361234887235,4.20268396042194,2.63768733447059e-05,0.00061322546605583
"FBgn0000492",0.482571247926677,-1.03168633969813,2.44099899471611,-0.422649227603684,0.672551204345455,NA
"FBgn0000497",2.24832096409629,-3.48635521545698,1.67080778370358,-2.08662854546259,0.0369217248770434,NA
"FBgn0000499",965.304181333989,0.023998416999726,0.13143841378456,0.182582977903717,0.855125241483075,0.965648661633052
"FBgn0000500",4.5906580910075,0.818528504636563,0.866155578723873,0.945013257136229,0.344652107888678,NA
"FBgn0000504",7.05381311023231,0.688437845362452,0.991581608601283,0.694282587928952,0.487505008336669,0.827626442096542
"FBgn0000520",600.104217206869,0.10762362786603,0.192251458756028,0.559806560441278,0.575611388337668,0.865144558534335
"FBgn0000524",891.434538067256,0.331268356436652,0.11810384884203,2.80489043908925,0.00503336855284284,0.0496948119398706
"FBgn0000527",136.818434758498,-0.578906842909367,0.208850483665134,-2.7718721678307,0.00557349192732121,0.0535660199897164
"FBgn0000529",0.502252655783334,-0.793413175098663,2.68109137055223,-0.295929181606087,0.767284164936602,NA
"FBgn0000533",6.69491327965049,0.339489255340446,0.736841110366001,0.46073604005593,0.644987994716598,0.899326995846099
"FBgn0000535",177.571465950567,-0.712147688708507,0.236763728202125,-3.00784116771699,0.00263110611940739,0.0293548206860961
"FBgn0000536",871.574573296314,0.0439958993982895,0.152228951458433,0.28901138040291,0.772572668709593,0.945583748522081
"FBgn0000541",4907.53497226926,-0.122129659140457,0.196494813508765,-0.621541388088643,0.534243471615301,0.85033169712931
"FBgn0000542",161.252366068971,0.0411482990643241,0.210218004768646,0.195741078931891,0.844812829963133,0.963157296464086
"FBgn0000543",727.252014009111,0.17231578275964,0.15722275212503,1.09599775115632,0.273079758619236,0.675235540994624
"FBgn0000546",937.51615000797,-0.12754328858867,0.135303563841185,-0.942645448263104,0.345862284973196,0.740764744681397
"FBgn0000547",341.818021903022,0.531438981125751,0.200814714605607,2.6464145427265,0.00813500568591483,0.0721061260105103
"FBgn0000551",1.61860903967822,0.0277786048524433,1.57948764337975,0.0175870985562149,0.985968248947288,NA
"FBgn0000552",0,NA,NA,NA,NA,NA
"FBgn0000556",196243.90431698,-0.192102389618263,0.113168602264362,-1.6974884002677,0.0896043622968799,0.374386098090829
"FBgn0000557",43.7341308235938,0.308283267386577,0.283756356707661,1.08643651533835,0.277285913693453,0.679657765256101
"FBgn0000559",107460.019098875,0.0169186059033031,0.111994305775275,0.15106666170378,0.879923130748909,0.975209642535806
"FBgn0000560",0.330918536227288,-0.1371189261957,3.5108451547574,-0.0390558170900519,0.968845886925535,NA
"FBgn0000562",1459.2751425309,-0.133243880843086,0.110196444110323,-1.20914864285175,0.226605744199592,0.619150100412239
"FBgn0000564",0,NA,NA,NA,NA,NA
"FBgn0000565",602.088255866095,0.74369933788097,0.181411588235444,4.09951395671462,4.14018703940641e-05,0.000902062218036114
"FBgn0000566",798.3232117264,0.144053888161942,0.137591590770615,1.04696724091301,0.295114687358703,0.697464219763045
"FBgn0000567",261.177919822776,-1.22641843267359,0.169246414659145,-7.24634808449882,4.28158909564452e-13,4.09605356816659e-11
"FBgn0000568",3629.21943784739,-0.209078830864516,0.218401172870432,-0.957315513083592,0.338408027615511,0.734438074014053
"FBgn0000575",1422.24769661688,0.31193728753608,0.173768319629465,1.79513324523849,0.0726324730652292,0.328008721281553
"FBgn0000576",0,NA,NA,NA,NA,NA
"FBgn0000577",0.349397966457172,-1.8144649833294,3.37338703045039,-0.537876314502564,0.590662441405729,NA
"FBgn0000578",5449.57609365189,-0.325669186707753,0.112488392549256,-2.89513592760383,0.0037899438076396,0.0392334605858015
"FBgn0000579",8747.44837739629,0.468882515881878,0.133571332265194,3.51035291727833,0.00044751230836842,0.00688474111377146
"FBgn0000581",3447.52686953777,-0.156123629270083,0.119349362904326,-1.30812285437364,0.190831642846136,0.569930475634515
"FBgn0000588",339.933386184802,-0.172099363197001,0.157856553872075,-1.09022627807059,0.275613480519027,0.677875590531875
"FBgn0000591",0.125504515033079,-0.772410189230799,3.81342573113189,-0.202550211723026,0.839486608507097,NA
"FBgn0000592",3.23520019938391,-0.100174830838502,1.06780902672693,-0.0938134332368026,0.925257360568705,NA
"FBgn0000594",21.505280933451,-0.396519549602657,0.465629813005443,-0.851576807428398,0.394449016564917,0.770757333876518
"FBgn0000606",0.880100618936038,-0.171573336535877,2.07421061235336,-0.0827174133205367,0.934076238495192,NA
"FBgn0000611",1381.11303369116,-0.211182337781309,0.113398234683475,-1.86230710178845,0.0625598150209683,0.29976127830715
"FBgn0000615",382.457014293175,-0.0488878295612866,0.195964777576409,-0.249472533615,0.802995284378725,0.954201737473669
"FBgn0000617",819.388621367137,0.064599130030157,0.16191012254467,0.398981416448094,0.689906897319427,0.915886766281221
"FBgn0000618",151.72002665168,0.305533380936187,0.193253226169277,1.58100015711282,0.113878001811933,0.430821185945783
"FBgn0000625",0.464091817696793,0.409327527943084,2.45542739511365,0.166703168970768,0.867603611953245,NA
"FBgn0000629",1117.35000501314,-0.136021233194421,0.129330440862638,-1.05173408740553,0.292921567093307,0.695954539216545
"FBgn0000630",20.7692279739226,-0.12284839707806,0.479250561189215,-0.256334383361437,0.797692649844224,0.95259861983147
"FBgn0000633",24.6651166473495,1.06698826516305,0.382043953705183,2.79284164770849,0.00522472617636311,0.0509196674073421
"FBgn0000634",352.305103674179,0.376966590712144,0.146904666572743,2.56606273651274,0.0102860222282322,0.0864753161672493
"FBgn0000635",153.589865339278,0.462423947177248,0.335321033196754,1.37904843835404,0.167879819806062,0.531181207774971
"FBgn0000636",50.0555692361442,-0.284025292123949,0.270852406168761,-1.04863492313589,0.294346176143991,0.696769972709454
"FBgn0000639",0.882348946657227,-1.75863314843585,2.08396066745316,-0.843889798834402,0.398730989144021,NA
"FBgn0000640",1.06788039144157,-0.325800990145005,2.17919905870513,-0.149504924225966,0.881155224067131,NA
"FBgn0000644",6.04034382374812,-1.01129921926578,0.76780919941742,-1.31712308218385,0.187797371086405,NA
"FBgn0000658",3.95393057502517,0.617929611322084,0.865997859801387,0.713546349252877,0.475507742986163,NA
"FBgn0000659",2.16928769382924,0.960175568721384,1.18614059131641,0.809495582353989,0.418230142849124,NA
"FBgn0000662",1177.02435639332,-0.132253976904381,0.100233630067684,-1.31945712048018,0.187016336338855,0.56433854914838
"FBgn0000667",1500.48249436884,-0.108025049690336,0.159004565424654,-0.679383320861466,0.496895015247736,0.832176075631373
"FBgn0000709",2264.80155116433,-0.157685033538345,0.117841736811988,-1.33810853271728,0.180861059654443,0.553014915321061
"FBgn0000711",1054.22117364293,0.0493431372499566,0.125605854690921,0.392841061201927,0.694436875243718,0.916300482589042
"FBgn0000715",0.167018587456651,0.199133464217501,3.80781084362455,0.0522960494613098,0.958292801084791,NA
"FBgn0000719",2103.48669163677,-0.118361963218401,0.115038135813877,-1.02889326553328,0.303529833324254,0.705858851968207
"FBgn0000721",930.396084103045,0.0839230660444878,0.10665312176752,0.78687866471852,0.431352898091977,0.794456776016713
"FBgn0000723",2013.91808753976,-0.0737967040781575,0.120700683229512,-0.611402538110188,0.540933122771275,0.852843965910813
"FBgn0000808",130.707370562256,-0.0226255630319915,0.190694595541698,-0.118648160781484,0.905554108024216,0.980629637143618
"FBgn0000810",291.937357460634,-0.0374768671812537,0.231322517779779,-0.162011323155889,0.871296937083921,0.971363845896125
"FBgn0000826",125.672709110785,0.598380831054199,0.203639928319353,2.93842585780036,0.00329883550213087,0.0351102402611704
"FBgn0000927",33.9658396948468,0.276424613902823,0.372087316689921,0.74290254331131,0.457540685798592,0.812932641947816
"FBgn0000928",677.61312347261,0.470045450898762,0.132827563021359,3.53876439653701,0.000402004475440768,0.00627745450111354
"FBgn0000964",0.277391822383485,0.147407319356584,3.68497048848661,0.0400023066174197,0.968091287351739,NA
"FBgn0000986",2374.76331148278,0.0467040432982554,0.119905901375529,0.389505793813972,0.696902025550545,0.917364032076333
"FBgn0000996",1207.38816067516,-0.229234291131157,0.104101508158542,-2.20202661023935,0.0276634288418179,0.175089519582092
"FBgn0001075",44.38551226584,-0.0101280786262607,0.305173445360813,-0.0331879420710607,0.973524713660228,0.992728031339632
"FBgn0001077",0,NA,NA,NA,NA,NA
"FBgn0001078",1144.96895658426,-0.00627543115830939,0.165273913058153,-0.0379698831000713,0.969711694509468,0.992099089779479
"FBgn0001079",376.75091808679,-0.0244644067697547,0.132612802470829,-0.184479977151046,0.853636933496787,0.965192069874491
"FBgn0001083",189.883006910654,0.0914269881238982,0.207703275860788,0.440180771078338,0.659806185502288,0.902772790060092
"FBgn0001084",68.632578755179,0.375801649738777,0.227334255029213,1.6530797335865,0.0983146373369535,0.394158346124983
"FBgn0001085",9.94534595265103,0.580126386078892,0.62361632922168,0.930261699213253,0.352235603308642,0.743380470013605
"FBgn0001086",1137.42419030309,0.00146006564511701,0.103098657297594,0.0141618298762372,0.988700872277624,0.996603773763675
"FBgn0001087",1704.4552673577,0.0854553169786544,0.114677450487804,0.745179776975792,0.456163046572971,0.812932641947816
"FBgn0001089",51.9275986701211,0.164204653144667,0.283421025929495,0.57936651879002,0.562341890575425,0.860579832965818
