"","treated1","treated2","treated3","untreated1","untreated2","untreated3","untreated4"
"FBgn0000054",9.28101425964004,9.31078627925115,9.33646287974493,9.48283915229579,9.30361444975755,9.39303772673542,9.34562160066051
"FBgn0000055",-2.03549843995255,-2.03720037494888,-2.03732386720507,-2.0377546316096,-2.03838069486,-2.03698169771798,-2.03718292512057
"FBgn0000056",0,0,0,0,0,0,0
"FBgn0000057",9.29422832239649,9.46919970711928,9.44551353222339,9.44561383066466,9.35280929432331,9.41686119608247,9.45753935722276
"FBgn0000061",0.630635333790027,0.615758009957005,0.614372460594328,0.598625062003935,0.604574193068799,0.61831272883518,0.645571306627326
"FBgn0000063",8.74909646349938,8.7387699148301,8.69543496560711,8.67249609149231,8.66668267068964,8.51764342501821,8.55963233816868
"FBgn0000064",12.9569218461225,13.0888157263015,13.129602668946,12.801028722881,12.8120358613243,12.921781355073,12.8794031720791
"FBgn0000071",8.74981898842135,8.84970760196144,8.9096795356186,7.18008797476774,7.36739265261616,7.46932940315832,7.49829508569553
"FBgn0000075",1.04235015600803,1.02891279930574,1.02738861499539,1.02249029659967,1.04703808507248,1.04784602328174,1.04380703377334
"FBgn0000077",7.74385456760052,7.78694232724845,7.8424017210337,7.88194946402465,7.78595894198699,7.70720151628023,7.88670620926459
"FBgn0000078",4.62412559546444,4.75588468756761,4.74797476943925,4.84897333238914,4.79987470295242,4.89165093076757,4.97802664118339
"FBgn0000079",6.59598935726532,7.03304075106896,7.12463735259882,7.09937413937414,7.1672911064329,7.6944144293394,7.58880872723776
"FBgn0000083",12.2258286870834,12.4722766665149,12.4957548052565,12.419094140014,12.2702750239091,12.4268407339331,12.5108651826935
"FBgn0000084",10.418825669006,10.7762029015133,10.7619742401202,10.6810543711097,10.5827660304823,10.8686616041873,10.888653710989
"FBgn0000092",3.69376909859896,3.6730037342885,3.67230144527432,3.58912722958257,3.58331112234763,3.62447843740628,3.64892152252619
"FBgn0000094",4.48943031829793,4.37989321113908,4.37425058567741,4.32597621867797,4.31947679345059,4.47551639424255,4.27996070925445
"FBgn0000097",11.6178912864277,11.5803736754527,11.5239034742928,11.4509977785205,11.6556327986264,11.6807061322535,11.4739028139091
"FBgn0000099",0.714104522865787,0.699457324783623,0.683943299301024,0.69349010405861,0.695873222105867,0.734542816507041,0.699660761736996
"FBgn0000100",14.397496865287,14.6676228024632,14.61241499953,14.5922600441015,14.602738934135,14.6945723180471,14.8040364507224
"FBgn0000108",5.63327185937219,5.65837821511732,5.65970405100495,5.33729551849358,5.65123271319295,5.72987707011974,5.62519782620953
"FBgn0000109",7.18191527876943,6.82557223254605,6.89159300663599,7.31750665857203,6.93946197431248,6.91135345165922,7.10805107854838
"FBgn0000114",1.88294573346101,1.87166226313021,1.89553006253782,1.83767775722583,1.92887674655587,1.90828408609931,1.85749053868657
"FBgn0000115",9.10537387663119,9.17635208121325,9.26344504891938,9.17810027709801,9.14934060918877,9.08134889503572,9.1574844642966
"FBgn0000116",9.36633749865486,9.90045934193198,9.75259988923807,8.90117951778969,8.80380575802282,9.01159143672675,8.85293058081858
"FBgn0000117",13.300582404278,13.5363145913166,13.5245997959166,13.2947932375853,13.305112534852,13.4000393449216,13.3988065285503
"FBgn0000119",9.27638770587632,9.3141768799103,9.27813297280541,9.39865373180347,9.23577826836444,9.38158135370544,9.39940405798306
"FBgn0000120",0,0,0,0,0,0,0
"FBgn0000121",3.26190591726003,3.1916537668524,3.17126293400315,3.20044317290417,3.24187346491208,3.20552297061652,3.16510470755444
"FBgn0000137",-2.03549843995255,-2.03720037494888,-2.03732386720507,-2.0377546316096,-2.03838069486,-2.03698169771798,-2.03718292512057
"FBgn0000139",9.18338102640283,9.16798895598331,9.2065138211263,9.46299163493221,9.44615561255831,9.33458793710202,9.48004688852326
"FBgn0000140",9.96422210236742,9.97458252301059,9.78092629316712,10.0014044940358,9.90652721589075,9.8166413381142,9.70733130650239
"FBgn0000142",10.7876864042714,10.8779849777548,10.9036707348838,10.9003499066306,10.9513133246216,11.0016925372196,10.829400312291
"FBgn0000146",10.8555715883095,10.7810571668796,10.7271533794589,10.5148629637871,10.4336957092008,10.4299288811675,10.4813687093562
"FBgn0000147",8.81034273060223,8.87854007948011,8.78203258493952,8.66143499852095,8.48200336815622,8.50397149785034,8.66150097908715
"FBgn0000150",13.06594192136,13.3329160603193,13.2673433065973,13.0313930198209,12.8465453443512,13.0537189387643,13.1876941777471
"FBgn0000152",8.9352279238712,9.05823790379825,9.11725234754253,9.04868255834284,8.82386422724648,8.98154865008283,8.96465589258386
"FBgn0000153",4.53717629902385,4.59556510635642,4.62082006283528,4.61301339234357,4.5178780405701,4.59102128353729,4.73309717873339
"FBgn0000157",-1.32624182203145,-1.32408221675866,-1.32443573730185,-1.31778033288944,-1.31463234424281,-1.32345621075768,-1.32403226323953
"FBgn0000158",2.61767367346014,2.62845422859499,2.59576245123178,2.62065635581026,2.62439136074484,2.5949450125588,2.58751905998578
"FBgn0000163",9.68755468130428,9.82951789195616,9.75036502925521,9.66168075402987,9.7772702667079,10.0498972570065,9.81597272021622
"FBgn0000166",2.92457595568166,3.03070683483805,2.92905402496666,2.9102531057183,2.96953295942012,3.00696099829437,2.96417929677771
"FBgn0000171",12.5636570030144,12.8301131276339,12.7584225888728,12.5860562654535,12.6089086363188,12.9893282672407,12.7409008761371
"FBgn0000173",10.713623396402,10.6195588447751,10.6105318487898,10.6098000304551,10.4789680967646,10.4389826372065,10.6503527671529
"FBgn0000179",0.125421028684013,0.103497702051835,0.130348806256086,0.102071763318691,0.12342755644039,0.12027282864927,0.103546520013137
"FBgn0000180",4.72281312553701,4.84631923012093,4.76920602656187,4.73631088981041,4.59073731067152,4.78627510200403,4.72705440445402
"FBgn0000181",13.6117750797176,13.6676606502623,13.661020100971,13.6873223752652,13.8632217926094,13.691550050854,13.79581035138
"FBgn0000182",1.86945296415578,1.91166346397046,1.89352809696577,1.89231609532609,1.88219834520288,1.88812715128392,1.92661766527287
"FBgn0000183",11.3857236332037,11.3585753109195,11.3424981807132,11.4163522913506,11.3524712273668,11.3617073717535,11.3546738294253
"FBgn0000206",0,0,0,0,0,0,0
"FBgn0000210",10.4668509110574,10.7807941330386,10.6151816916549,10.4763250342076,10.6036947049455,10.7793072589091,10.5397835134987
"FBgn0000212",11.6055760802504,11.7538908121312,11.7917490387069,11.6420792413539,11.6671051445824,11.6965225058279,11.6002201993273
"FBgn0000216",-2.03936025987572,-2.037222338849,-2.03747289944912,-2.03834690233029,-2.03961715836558,-2.03677865193374,-2.03159585824131
"FBgn0000221",7.54702408844327,7.68251742739599,7.64202496526974,7.71961483229348,7.67553574418381,7.73721026523153,7.85889876576391
"FBgn0000227",0,0,0,0,0,0,0
"FBgn0000228",9.4705821258622,9.6366659198886,9.59741756152364,9.53458083793788,9.70755786611388,9.68050586846293,9.60748942524039
"FBgn0000229",10.0392685352825,9.65035800758237,9.58925050941167,9.94668570751148,9.92471560153067,9.78164448458696,9.74072961969083
"FBgn0000233",2.38725120464336,2.35724479825552,2.39475454867636,2.41006829016848,2.47197357870122,2.37763470774257,2.40035669908117
"FBgn0000239",11.2949889850962,11.2913044800174,11.2083678760187,11.3459789856834,11.2293594784171,11.2897859288634,11.2707131815014
"FBgn0000241",3.0099297885201,3.09658975935861,2.95662868394983,2.96484535553035,3.03673250248748,3.00004443300687,3.07228126581401
"FBgn0000242",7.38650485528326,7.38743595432147,7.29874493213079,7.34237981276651,7.3319779349591,7.31288393902966,7.22794898576017
"FBgn0000244",8.84585024989734,8.82174956229018,8.87207317142199,9.08806383245981,9.07435860219111,9.21007014950926,8.94915787217258
"FBgn0000246",7.8175958047209,7.28047741746318,7.29618914938141,7.48248385343467,7.64342674100981,7.31803746698548,7.15197206731035
"FBgn0000247",11.1917485651538,11.3926416889069,11.3431095105935,11.3848847561923,11.3564698521672,11.5510027461809,11.384458827704
"FBgn0000250",11.0096593758152,11.1174826131497,11.1577012988226,11.0870557223075,11.2369389547976,11.1613488021706,11.164629959528
"FBgn0000251",0.95176545802321,0.960881475608501,0.958514935953285,0.9397631047466,0.949516696516509,0.96524504048801,0.946353219338779
"FBgn0000253",13.5218746198005,13.2474655442629,13.2798175839533,13.4007936342703,13.4520530486383,13.1607327892564,13.1623350514022
"FBgn0000256",10.8476625022714,10.9307761081827,10.9327404399247,11.0173639089608,11.2931298509077,11.3097402247376,11.1758505075829
"FBgn0000257",9.42832612705912,9.66068453866655,9.61784981480819,9.44454841308398,9.44537648308358,9.62243112061409,9.6242512883389
"FBgn0000258",10.5020355713533,9.82858722569626,9.74718726313769,10.2999171885758,10.1824337226607,9.8278443354268,9.76035217817862
"FBgn0000259",11.1680612960564,10.8167096039766,10.8752542161305,10.976912324424,11.2465396035681,10.8476409344688,10.864252392735
"FBgn0000261",10.71395941357,10.830672727458,10.9299179792247,10.8490008333618,10.8721942356027,11.0651404708215,10.9461103091359
"FBgn0000273",11.0327706441587,10.9587283706183,10.9635373970857,10.8585858867118,11.2269610060441,11.1867153928972,10.9636934316868
"FBgn0000274",0,0,0,0,0,0,0
"FBgn0000276",6.29026937900478,5.99523767427088,6.06881201115966,6.43519846180891,6.01100304911499,5.8907888765818,5.86245342372585
"FBgn0000277",4.96181548083843,4.90670276843367,4.83972140576332,5.30630922094313,4.81991005145232,4.88105085830799,4.9097899903562
"FBgn0000278",5.40627285867167,5.34473672792096,5.38247258796817,5.66106783939742,5.49494413445429,5.48203807814008,5.50495378752999
"FBgn0000279",6.87832290649265,6.67404708960816,6.57208804240222,6.528897638396,6.57714891354088,6.48408894108762,6.53027159110365
"FBgn0000280",-1.18254705542298,-1.17661328316274,-1.18928633590625,-1.19117887168987,-1.19183096112557,-1.17565073304006,-1.18866595206396
"FBgn0000281",0.0105162104768942,0.0110276859688286,-0.00392265075422351,0.0168926430469028,0.00910722991634647,0.0132186041784562,-0.00355849500586519
"FBgn0000283",11.7499869495381,11.7623545259621,11.6927968429079,11.7760485387323,11.974207601999,11.7825829976323,11.7155939444435
"FBgn0000286",8.65511929241677,8.72166318751869,8.79034131433544,8.9693237195108,9.09703761302966,9.10603719127067,8.95936265700423
"FBgn0000287",-0.547718342006785,-0.54606549032592,-0.518534069370807,-0.547012898961335,-0.532349037175454,-0.545061755828332,-0.531061195674435
"FBgn0000289",11.5879772488478,11.7605959884503,11.6813108733824,11.8396382681504,11.7548940934405,11.8402371247221,11.7663263245175
"FBgn0000299",15.7052438274966,16.0019177108797,15.8319687980088,15.3010847811439,15.3848905247276,15.5439119513426,15.3978090456732
"FBgn0000303",1.49591322494822,1.44544325563754,1.47046472289317,1.43828085511127,1.46884218396762,1.44858850738716,1.46009607452584
"FBgn0000307",10.8591907971078,10.5386606880797,10.5422576992713,10.6226615053157,10.857431490778,10.7398503343567,10.5260112624757
"FBgn0000308",14.1611184204205,13.9510390228891,14.0101575657874,13.9826868169809,14.2471593112352,13.8636278773179,13.9400531311606
"FBgn0000313",5.85628027704449,5.87294217780896,5.88769528591504,5.852097581666,5.89885184734818,5.8585675732174,5.85076196689897
"FBgn0000316",0.973811734179343,0.974717685644745,0.945449628978456,1.00666920146574,0.963727581447507,0.947157291202662,0.960691351217146
"FBgn0000317",10.5472651200904,10.4775197156958,10.3444711792428,10.6329234620337,10.4949605975689,10.4916207532612,10.3958907319523
"FBgn0000318",9.78038273013059,9.90177055470584,10.0358559285184,9.72909079660134,9.77518212028684,9.61767281268246,9.8540114301968
"FBgn0000319",13.7318565758072,13.8579224101329,13.7604017564859,13.8874838613892,13.6040791493308,13.802113746839,13.7581600893603
"FBgn0000320",0.12374450324331,0.156751169464324,0.126152170534715,0.158966147532132,0.123480384683709,0.144068484546925,0.141924266310667
"FBgn0000326",8.15041867205083,8.13613826101763,8.07443451734192,7.98072909424912,8.11073590959708,8.07213886074039,7.96869231854343
"FBgn0000330",7.70972521662208,7.78918500271894,7.81069039734498,7.99409816873295,7.70568235035516,7.87663510670104,7.84062837182492
"FBgn0000337",4.66318512491188,4.63165523565483,4.63482663383928,4.61381486144425,4.565975489139,4.70460396848675,4.69233668880184
"FBgn0000338",10.8948366654785,10.9089868376579,10.9117847219946,10.467884795309,10.8491457827063,10.9850603361361,10.7447770786969
"FBgn0000339",9.32998187269188,9.01314405966985,9.06180431537833,9.29927447097225,9.10638561038495,9.01796560730501,9.11724731777371
"FBgn0000346",6.60973699216069,6.65361944476855,6.75187069726025,6.52015769020461,6.43187365451978,6.41726247740334,6.34265942372881
"FBgn0000351",5.15000365751623,5.09856462904427,5.14245436938682,5.06517094217532,4.96204413408652,5.0732710863763,5.11289434052911
"FBgn0000352",9.73266228982784,9.74478519989613,9.69168220865789,9.66482847401374,9.68648105339142,9.79214139825391,9.64320112845327
"FBgn0000355",-1.06811652877466,-1.07293836882682,-1.07337660126428,-1.06542272883021,-1.06243702283309,-1.07216235696285,-1.0728764452615
"FBgn0000356",0,0,0,0,0,0,0
"FBgn0000357",1.78082513127802,1.76091955608744,1.78500969005778,1.74916012194621,1.76864988590206,1.76606373789189,1.77579236856535
"FBgn0000358",-2.03816402430507,-2.03719761064397,-2.03731087263254,-2.03770595192389,-2.03575279320563,-2.03699704893434,-2.03718160638333
"FBgn0000359",-0.939854284566748,-0.945846655031874,-0.946404125680015,-0.936626327152519,-0.94056642886749,-0.932419951109298,-0.945767882747706
"FBgn0000360",-0.694068520044983,-0.686144791124862,-0.701444417580272,-0.70214282783697,-0.702981260445102,-0.699733520273156,-0.671291294500043
"FBgn0000363",1.70865999940881,1.68860711875041,1.68589975969368,1.67719955019544,1.7112214169817,1.67764906717749,1.71746653047718
"FBgn0000370",13.5028841346954,13.3594880908278,13.3622213952379,13.5892704646647,13.4715787889604,13.3749540527249,13.4542230158653
"FBgn0000376",10.1936676967836,10.4335586772573,10.3128987193003,10.1310943019559,10.2006725499999,10.3422952957825,10.3484323132046
"FBgn0000377",9.74137645789655,9.84075491628709,9.9079133088814,9.71394240221548,9.73470067067372,9.84536408900251,9.80471490241309
"FBgn0000382",9.49281704185637,9.46574115764379,9.44778420633181,9.3527425949027,9.61352297031179,9.67556470203892,9.52461230787296
"FBgn0000384",9.29675963647561,9.19514752710304,9.19246071247952,9.43989224041821,9.05492282411501,9.20863043121794,9.12444447125389
"FBgn0000392",10.1563635549126,10.3216075220614,10.2162783970498,9.89756496007242,9.98030422160092,9.94138134449657,9.9005938888223
"FBgn0000394",9.12347240668265,9.20222986100542,9.29675774056705,9.34274900661146,9.22252875957497,9.35306422334498,9.37576813413763
"FBgn0000395",8.87311715475615,8.78665789359068,8.77064751626347,8.69873443215796,9.17201218482301,9.23653941704206,8.95500534974222
"FBgn0000404",11.3210501381322,11.2455280575407,11.241513376554,11.32121853873,11.1987745917127,11.2210129202773,11.1621805823735
"FBgn0000405",11.3637862061377,11.4040146789663,11.3075477795149,11.1506925112681,10.9700599682327,10.989314063498,10.8920008873686
"FBgn0000406",7.16693541716371,7.2114010304322,7.38157228985424,7.75027192072329,8.32642275624645,8.29199414973022,8.54283636217204
"FBgn0000409",11.8830844389535,12.0397864069047,12.0541590667288,12.026999801003,12.1172153375379,11.9686704526759,12.1373290032286
"FBgn0000411",0,0,0,0,0,0,0
"FBgn0000412",11.5781648066173,11.5516469074072,11.475399739228,11.247551988965,11.4601584428125,11.4175393527856,11.375916192579
"FBgn0000413",11.2774410349436,11.4617848297722,11.4425202181262,11.2377963880037,11.3047650686423,11.6226543479408,11.404230384947
"FBgn0000414",11.0636158385473,11.1108845280417,11.1103860370529,11.3483153222927,11.205183493583,11.286874233178,11.1793234517285
"FBgn0000416",15.0586929654969,15.0909269134892,15.0882201269407,15.3460197013091,15.2953658542846,15.3447158348226,15.3554674622697
"FBgn0000422",2.79092488019822,2.7237959221321,2.7840969479425,2.73631193017927,2.73869979620662,2.76314769122812,2.7386647621403
"FBgn0000426",9.56237373111805,9.39527561562316,9.57385613989761,9.35718142924653,9.5500827002327,9.23770124337956,9.39410911168399
"FBgn0000427",-2.03936025987572,-2.037222338849,-2.03747289944912,-2.03834690233029,-2.03961715836558,-2.03677865193374,-2.03159585824131
"FBgn0000439",0,0,0,0,0,0,0
"FBgn0000442",1.83411454859074,1.80788433821612,1.8728159602875,1.81047342244071,1.83726512562523,1.84361499721995,1.82287114775593
"FBgn0000447",9.49953816407952,9.38226030503323,9.43428261235307,9.054167909745,9.15444753794068,9.07330502863821,9.18573218969419
"FBgn0000448",2.91113355990683,2.9309247193964,2.93574347868604,2.89731208186395,2.88837814081514,2.89978087342391,2.93206609712934
"FBgn0000449",0,0,0,0,0,0,0
"FBgn0000451",-0.554801865099191,-0.569095604579052,-0.556028880044234,-0.559387681837101,-0.556087976375744,-0.568068460241318,-0.569066813492928
"FBgn0000454",11.2022800529507,11.4621479440666,11.4898291091745,11.419022964072,11.2384671484773,11.4546467517502,11.4637986401941
"FBgn0000455",8.89288685341307,9.06611094840708,9.03382585525284,9.03813607382444,8.88649031856498,9.21288828174282,9.22454401537154
"FBgn0000459",2.23599935660587,2.25942399050143,2.21339421661781,2.20049908364391,2.21516188465125,2.19275415556196,2.2603399115774
"FBgn0000463",0.320763548774291,0.330489406759213,0.357289191412814,0.324931588055841,0.311786201142871,0.332912523109103,0.330678545377328
"FBgn0000464",10.5611352202051,10.5977124243884,10.5296221332372,10.5339820158028,10.6454786241659,10.7371930697064,10.5246005834856
"FBgn0000472",11.4266045113024,11.1973942171128,11.2638021047254,10.9996139182575,11.6767098591129,11.4937903281563,11.2882446752345
"FBgn0000473",3.93684404807872,4.0549007123485,4.01510875171609,3.90512623698563,4.06532236812378,4.00388720628851,3.98205590837937
"FBgn0000477",0.518957222582915,0.538056869031793,0.550941737774601,0.532160297121336,0.5267451406755,0.557374628356747,0.553532188910052
"FBgn0000479",9.57660140099579,9.77046593250381,9.74092837096726,9.76916458419631,9.87717711245059,9.85261828790202,9.85508983235185
"FBgn0000482",9.80244339972766,10.0468725178083,10.046634164957,9.98670323650811,9.93946885825824,10.055897268561,10.0112760825843
"FBgn0000489",6.76973755476814,6.86260372440013,6.84069162926249,6.78429831513197,6.67487867671638,6.84630660878334,6.79235996820208
"FBgn0000490",7.85565568657704,7.86782294376961,7.8072987730323,7.16622105424539,7.4952731032686,7.5359001199912,7.43445544206661
"FBgn0000492",-0.939941172539357,-0.945674120927468,-0.946207731240477,-0.93684484689208,-0.940621466846054,-0.94472921612755,-0.933691598229535
"FBgn0000497",1.18047468438089,1.1774877682186,1.17677335101408,1.25851165335528,1.23814086694875,1.2108238280305,1.17759060926736
"FBgn0000499",9.81221160513523,9.94621018445436,9.99683318112693,9.78807707258184,9.89940906998312,10.0315584226672,9.89028988980817
"FBgn0000500",2.13803046867341,2.20152383022815,2.20815063160048,2.14237073374131,2.15736596674725,2.13424642510991,2.17416641819139
"FBgn0000504",3.00272104461982,2.85706429976834,2.7983343868655,2.88135815779671,2.9044447545174,2.79093150875259,2.81609316890697
"FBgn0000520",8.9712419871316,9.36644060696526,9.38458404787077,9.10599015235723,9.03218968360757,9.27993185942575,9.31907409658522
"FBgn0000524",9.81363701934358,10.0261335611752,9.88436186562259,9.68747283684668,9.67355677131146,9.74935097866029,9.68709262299638
"FBgn0000527",6.83604798938513,7.07798172480816,6.85697588886271,7.16712863311912,7.07093190347555,7.23059556461861,7.22433888284245
"FBgn0000529",-0.874315064922338,-0.872342624585447,-0.860632325968191,-0.853124997833926,-0.867197707394899,-0.871369739717165,-0.872264991107805
"FBgn0000533",2.75603564605111,2.72518312217939,2.77140458397222,2.6810228039331,2.7614677347887,2.71948472956899,2.76749883062377
"FBgn0000535",7.20432068442783,7.28264349229053,7.23261491581369,7.2684064720525,7.60275013785824,7.7994621651093,7.55777971160563
"FBgn0000536",9.91231323929424,9.72912672512072,9.68959882115463,9.92075833280339,9.78198124697353,9.62298008115832,9.66265915313117
"FBgn0000541",12.4692356010724,12.1136346328986,11.9697930931988,12.3140343523274,12.4982005965256,12.2726408211163,12.0152860318142
"FBgn0000542",7.25589518349509,7.36294082895055,7.38118105279772,7.08928097982892,7.37702749052883,7.43095135489381,7.33480570866392
"FBgn0000543",9.33599650215141,9.59803774147674,9.71689180464152,9.4011986517514,9.40056877256361,9.47222132866761,9.53278380663575
"FBgn0000546",9.85786790040476,9.85770759745975,9.74892934278725,9.80128990588948,9.97078770015416,10.0381140833043,9.7869472938793
"FBgn0000547",8.52620668677786,8.52263283404786,8.62862665247433,7.98509077877826,8.27991283107889,8.48978761105462,8.23715975709381
"FBgn0000551",0.618223124227778,0.666672975746556,0.63574058082891,0.631227078756784,0.649288352362328,0.656177497078587,0.622148447528705
"FBgn0000552",0,0,0,0,0,0,0
"FBgn0000556",17.3465654375096,17.5599381868313,17.584832024121,17.6189004601779,17.6041186167617,17.609532040023,17.7059961547595
"FBgn0000557",5.54639720374645,5.40548922389915,5.51739290542339,5.3763318487022,5.44235647804322,5.43318424492865,5.41982687028031
"FBgn0000559",16.5993916262448,16.7654497762733,16.783051688253,16.7162802718313,16.597264945754,16.7161330689581,16.7907566433725
"FBgn0000560",-1.32623376736042,-1.32378517111227,-1.31527424913369,-1.32557733384927,-1.31309008182726,-1.32307808861346,-1.32372874791652
"FBgn0000562",10.4002836474595,10.5249795916791,10.4488273372667,10.5062493502829,10.5818885299776,10.6273564590619,10.4604708261516
"FBgn0000564",0,0,0,0,0,0,0
"FBgn0000565",9.23794926162401,9.49780920256508,9.58372877661388,8.77265315681985,9.01776106845087,9.0121522656512,9.13712804073332
"FBgn0000566",9.6342494386701,9.81328151245338,9.61103396967139,9.69426471798109,9.58404592659267,9.46174432986039,9.63806092824442
"FBgn0000567",7.6336290757511,7.62433403339389,7.48490110778585,8.12261937063323,8.19187616768449,8.34962281615221,8.17659455820263
"FBgn0000568",11.6986283738715,11.7765344818074,11.7145707800096,11.3527905132878,11.9815935114517,12.1565390463511,11.8483202016342
"FBgn0000575",10.8137598766022,10.4258333570954,10.4542507238203,10.2589546328744,10.4800048411858,10.4928124216295,10.2405694943086
"FBgn0000576",0,0,0,0,0,0,0
"FBgn0000577",-1.32614224109916,-1.32357954307882,-1.32399651176409,-1.3254509775983,-1.3123986781176,-1.32284118457539,-1.31421627439045
"FBgn0000578",12.2670420808762,12.2944900461143,12.2652537401389,12.4097271687978,12.5325143832313,12.6327433770808,12.4011868288514
"FBgn0000579",13.0681379698013,13.3607613428885,13.3289672674533,12.866586272092,12.8463108576551,13.0201418397728,13.0029622567006
"FBgn0000581",11.6608163846438,11.7606445202504,11.637345264513,11.6979299893057,11.8332301313717,11.9242557447906,11.7017734629313
"FBgn0000588",8.22388237360208,8.49392370076119,8.31001590677029,8.45828683085233,8.34978481281374,8.45409345740133,8.50424440011883
"FBgn0000591",-2.03868508535456,-2.03721067950458,-2.03738347728803,-2.03413037318263,-2.0388622540299,-2.03690469318645,-2.03718626265654
"FBgn0000592",1.71284841939412,1.66362926676731,1.71671993045745,1.734003684558,1.67840324252219,1.69775737408242,1.69312691023396
"FBgn0000594",4.46890869211772,4.3013410213303,4.33827009542467,4.37588882445133,4.36698549380338,4.50963885130335,4.46371663776254
"FBgn0000606",-0.245548141409822,-0.213523896952372,-0.243728182018702,-0.233307180241519,-0.229936568064331,-0.226228028658519,-0.243401334702326
"FBgn0000611",10.4238601182446,10.3397494507271,10.2786637370621,10.5490336201794,10.5442265825867,10.3934122881348,10.4537807391617
"FBgn0000615",8.64790188610711,8.58083409841126,8.43465916066207,8.85520517475025,8.49820232018282,8.42934826237668,8.50721758819
"FBgn0000617",9.56100817584327,9.77539306288319,9.73945663563118,9.673323850631,9.41632857740139,9.71989016448447,9.779062352811
"FBgn0000618",7.30814452328689,7.24776730941037,7.39384838357685,7.15741361854969,7.21700548849124,7.02792561230955,7.29349293752795
"FBgn0000625",-0.940194416586001,-0.945761690897781,-0.934711119961719,-0.937185010048658,-0.940853844679256,-0.944843615825491,-0.945688431087785
"FBgn0000629",9.94333394597892,10.1173457471399,10.144932706833,10.1969584082094,10.0336964496329,10.2363790446474,10.1616309299052
"FBgn0000630",4.31764460937819,4.33357614608701,4.34029779063599,4.20302583186054,4.33682539712004,4.44188220963399,4.3964185945758
"FBgn0000633",4.69573456658159,4.64922706927193,4.73930359289848,4.45216679718278,4.54569014058713,4.55983755549527,4.53274596161563
"FBgn0000634",8.61297574812421,8.58157469014331,8.52092673855948,8.49338776819624,8.32387267564516,8.35781077479552,8.24622501232796
"FBgn0000635",7.25137465951145,7.34868685051372,7.41998679888672,6.63206447825676,7.19108762853694,7.36600644844515,7.19754746819044
"FBgn0000636",5.64748456169864,5.56185522729675,5.5809625440581,5.59303192170599,5.70073210172234,5.68891701397944,5.71025577056711
"FBgn0000639",-0.224228247652216,-0.222129125927163,-0.20835254193498,-0.200984324009756,-0.216565165216254,-0.221602836116914,-0.192162615496807
